ID,Paper,Year,Publisher,Link,UML,UML_Image,Stage,Human Roles,AI Roles,Controls,Human modality,AI modality,Efficiency,Reliability,Interuption,Persistence,Expressive,Interpretability,Target user,Explanation
50,TopicRefiner: Coherence-Guided Steerable LDA for Visual Topic Enhancement,2024,TVCG,https://ieeexplore.ieee.org/document/10102323/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [topics]

    note over H,A: Data Preparation
    A ->> H: Extract [output]

    note over H,A: Visualization
    H ->> A: Refine [term]
    A ->> H: Recommend [term]
    H ->> A: Edit [document]
    A ->> H: Update [coherence]

    note over H,A: Insight Synthesis
    opt TopicOps
        H ->> A: Merge [topic]
        H ->> A: Split [topic]
        A ->> H: Adjust [result]
    end",,Insight Synthesis,Selector,Refiner,Sequential,Text,Vis,Medium,High,Low,One-shot,High,High,domain expert,"The user merges or splits topics, the AI adjusts results."
51,Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,2024,CHI,https://doi.org/10.1145/3613904.3642830,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]  
    A ->> A: Generate [concept]  

    note over H,A: Insight Synthesis
    A ->> H: Present [concept]  
    opt Steering
        H ->> A: Refine [concept]  
        A ->> H: Update [concept]  
    end
    H ->> A: Apply [criteria]  

    note over H,A: Visualization
    A ->> H: Visualize [concept]",,Data Preparation,Executor,Analyzer,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,domain expert,"The user provides data, the AI generates high-level concepts."
51,Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,2024,CHI,https://doi.org/10.1145/3613904.3642830,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]  
    A ->> A: Generate [concept]  

    note over H,A: Insight Synthesis
    A ->> H: Present [concept]  
    opt Steering
        H ->> A: Refine [concept]  
        A ->> H: Update [concept]  
    end
    H ->> A: Apply [criteria]  

    note over H,A: Visualization
    A ->> H: Visualize [concept]",,Visualization,"Refiner, Selector","Producer, Refiner",Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The AI visualizes concept distributions.
51,Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,2024,CHI,https://doi.org/10.1145/3613904.3642830,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]  
    A ->> A: Generate [concept]  

    note over H,A: Insight Synthesis
    A ->> H: Present [concept]  
    opt Steering
        H ->> A: Refine [concept]  
        A ->> H: Update [concept]  
    end
    H ->> A: Apply [criteria]  

    note over H,A: Visualization
    A ->> H: Visualize [concept]",,Insight Synthesis,,Generator,Repetitive,Text,,Medium,High,Medium,Continuous,High,High,domain expert,"The user refines or modifies concepts, the AI updates and presents them."
52,CoInsight: Visual Storytelling for Hierarchical Tables With Connected Insights,2024,TVCG,https://ieeexplore.ieee.org/document/10499832/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [table]

    note over H,A: Insight Synthesis
    A ->> H: Extract [insight]
    A ->> H: Construct [graph]
    H ->> A: Explore [relations]
    A ->> H: Recommend [story]
    opt Refine
        H ->> A: Adjust [narrative]
        A ->> H: Update [story]
    end",,Data Preparation,Executor,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,general user,The user provides hierarchical tables.
52,CoInsight: Visual Storytelling for Hierarchical Tables With Connected Insights,2024,TVCG,https://ieeexplore.ieee.org/document/10499832/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [table]

    note over H,A: Insight Synthesis
    A ->> H: Extract [insight]
    A ->> H: Construct [graph]
    H ->> A: Explore [relations]
    A ->> H: Recommend [story]
    opt Refine
        H ->> A: Adjust [narrative]
        A ->> H: Update [story]
    end",,Insight Synthesis,Refiner,"Producer, Recommender, Refiner",Repetitive,,Text Vis,Medium,High,Medium,Continuous,High,High,general user,"The AI extracts insights and generates relationship graphs, the user explores and adjusts narratives."
53,Improving Steering and Verification in AI-Assisted Data Analysis with Interactive Task DecompositionImproving Steering and Verification in AI-Assisted Data Analysis with Interactive Task Decomposition,2024,UIST,https://arxiv.org/pdf/2407.02651?,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [analysis task]

    note over H,A: Data Preparation
    alt Conversational
        A ->> H: Provide [full solution]
        H ->> A: Send [follow-up prompts]
    else Stepwise
        A ->> H: Present [editable assumptions + code per step]
        H ->> A: Modify [assumptions or code]
        A ->> H: Generate [next step output]
    else Phasewise
        A ->> H: Present [assumptions, execution plan, code]
        H ->> A: Edit [any phase]
        A ->> H: Update [solution accordingly]
    end

    note over H,A: Insight Synthesis
    H ->> A: Verify [results, correctness]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,general user,The user submits analytic tasks.
53,Improving Steering and Verification in AI-Assisted Data Analysis with Interactive Task DecompositionImproving Steering and Verification in AI-Assisted Data Analysis with Interactive Task Decomposition,2024,UIST,https://arxiv.org/pdf/2407.02651?,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [analysis task]

    note over H,A: Data Preparation
    alt Conversational
        A ->> H: Provide [full solution]
        H ->> A: Send [follow-up prompts]
    else Stepwise
        A ->> H: Present [editable assumptions + code per step]
        H ->> A: Modify [assumptions or code]
        A ->> H: Generate [next step output]
    else Phasewise
        A ->> H: Present [assumptions, execution plan, code]
        H ->> A: Edit [any phase]
        A ->> H: Update [solution accordingly]
    end

    note over H,A: Insight Synthesis
    H ->> A: Verify [results, correctness]",,Data Preparation,"Recommender, Transformer","Analyzer, Executor, Recommender",Decision,,Code,High,Medium,High,One-shot,Medium,Medium,general user,The AI outputs hypotheses and code stepwise or in phases through conversation.
53,Improving Steering and Verification in AI-Assisted Data Analysis with Interactive Task DecompositionImproving Steering and Verification in AI-Assisted Data Analysis with Interactive Task Decomposition,2024,UIST,https://arxiv.org/pdf/2407.02651?,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Submit [analysis task]

    note over H,A: Data Preparation
    alt Conversational
        A ->> H: Provide [full solution]
        H ->> A: Send [follow-up prompts]
    else Stepwise
        A ->> H: Present [editable assumptions + code per step]
        H ->> A: Modify [assumptions or code]
        A ->> H: Generate [next step output]
    else Phasewise
        A ->> H: Present [assumptions, execution plan, code]
        H ->> A: Edit [any phase]
        A ->> H: Update [solution accordingly]
    end

    note over H,A: Insight Synthesis
    H ->> A: Verify [results, correctness]",,Insight Synthesis,,Evaluator,Decision,Code,,Medium,High,High,One-shot,High,High,general user,The user inspects and modifies results.
54,InsightLens: Augmenting LLM-Powered Data Analysis with Interactive Insight Management and Navigation,2025,TVCG,https://doi.org/10.48550/arXiv.2404.01644,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Ask [query]

    note over H,A: Insight Synthesis
    A ->> A: Produce [insight]  
    A ->> H: Present [insight]  
    A ->> H: Record [insight]  
    A ->> H: Organize [context]  

    opt Navigation
        H ->> A: Select [insight]  
        A ->> H: Display [detail]  
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,novice/general,The user raises queries.
54,InsightLens: Augmenting LLM-Powered Data Analysis with Interactive Insight Management and Navigation,2025,TVCG,https://doi.org/10.48550/arXiv.2404.01644,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Ask [query]

    note over H,A: Insight Synthesis
    A ->> A: Produce [insight]  
    A ->> H: Present [insight]  
    A ->> H: Record [insight]  
    A ->> H: Organize [context]  

    opt Navigation
        H ->> A: Select [insight]  
        A ->> H: Display [detail]  
    end",,Insight Synthesis,Selector,Producer,Repetitive,,Text Vis,Medium,High,Medium,Continuous,High,High,novice/general,"The AI generates and organizes insights, the user navigates and views details."
55,GistVis: Automatic Generation of Word-scale Visualizations from Data-rich Documents,2025,CHI,https://dl.acm.org/doi/10.1145/3706598.3713881,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [document]

    note over H,A: Insight Synthesis
    A ->> A: Discover [insight]
    A ->> A: Annotate [context]
    A ->> A: Extract [fact]

    note over H,A: Visualization
    A ->> A: Visualize [snippet]
    A ->> H: Embed [visualization]
    opt Interaction
        H ->> A: Hover [entity]
        A ->> H: Show [tooltip]
    end",,Data Preparation,Executor,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,novice/general,The user provides documents as system input.
55,GistVis: Automatic Generation of Word-scale Visualizations from Data-rich Documents,2025,CHI,https://dl.acm.org/doi/10.1145/3706598.3713881,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [document]

    note over H,A: Insight Synthesis
    A ->> A: Discover [insight]
    A ->> A: Annotate [context]
    A ->> A: Extract [fact]

    note over H,A: Visualization
    A ->> A: Visualize [snippet]
    A ->> H: Embed [visualization]
    opt Interaction
        H ->> A: Hover [entity]
        A ->> H: Show [tooltip]
    end",,Insight Synthesis,,Recommender,Repetitive,,Text,Medium,High,Medium,Continuous,High,High,novice/general,"The system discovers and extracts data facts, processing pure text."
55,GistVis: Automatic Generation of Word-scale Visualizations from Data-rich Documents,2025,CHI,https://dl.acm.org/doi/10.1145/3706598.3713881,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [document]

    note over H,A: Insight Synthesis
    A ->> A: Discover [insight]
    A ->> A: Annotate [context]
    A ->> A: Extract [fact]

    note over H,A: Visualization
    A ->> A: Visualize [snippet]
    A ->> H: Embed [visualization]
    opt Interaction
        H ->> A: Hover [entity]
        A ->> H: Show [tooltip]
    end",,Visualization,Explorer,"Generator, Presenter",Sequential,,Vis Widget,Medium,Medium,Low,One-shot,Low,High,novice/general,"The system generates word-level visualizations and embeds them in documents, viewable via hover."
56,Divisi: Interactive Search and Visualization for Scalable Exploratory Subgroup Analysis,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3713103,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Discover [subgroup]

    note over H,A: Visualization
    A ->> H: Show [ranking]

    note over H,A: Insight Synthesis
    H ->> A: Re-rank [criteria]
    H ->> A: Edit [definition]
    A ->> H: Update [metrics]
    A ->> H: Map [overlap]
    H ->> A: Curate [subgroup]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user sets subgroup analysis goals.
56,Divisi: Interactive Search and Visualization for Scalable Exploratory Subgroup Analysis,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3713103,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Discover [subgroup]

    note over H,A: Visualization
    A ->> H: Show [ranking]

    note over H,A: Insight Synthesis
    H ->> A: Re-rank [criteria]
    H ->> A: Edit [definition]
    A ->> H: Update [metrics]
    A ->> H: Map [overlap]
    H ->> A: Curate [subgroup]",,Data Preparation,,Analyzer,Sequential,,Text Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI discovers candidate subgroups and outputs metrics.
56,Divisi: Interactive Search and Visualization for Scalable Exploratory Subgroup Analysis,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3713103,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Discover [subgroup]

    note over H,A: Visualization
    A ->> H: Show [ranking]

    note over H,A: Insight Synthesis
    H ->> A: Re-rank [criteria]
    H ->> A: Edit [definition]
    A ->> H: Update [metrics]
    A ->> H: Map [overlap]
    H ->> A: Curate [subgroup]",,Visualization,,Presenter,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The system presents rankings and subgroup coverage charts.
56,Divisi: Interactive Search and Visualization for Scalable Exploratory Subgroup Analysis,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3713103,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Discover [subgroup]

    note over H,A: Visualization
    A ->> H: Show [ranking]

    note over H,A: Insight Synthesis
    H ->> A: Re-rank [criteria]
    H ->> A: Edit [definition]
    A ->> H: Update [metrics]
    A ->> H: Map [overlap]
    H ->> A: Curate [subgroup]",,Insight Synthesis,"Refiner, Selector",Refiner,Repetitive,Text,Vis,Medium,High,Medium,Continuous,High,High,domain expert,"The user reorders or edits subgroup definitions, the AI updates metrics and visual maps."
57,Dango: A Mixed-Initiative Data Wrangling System using Large Language Model,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3714135,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [actions]
    H ->> A: Describe [intent in NL]

    note over H,A: Data Preparation
    alt Ambiguity Detected
        A ->> H: Ask [clarification questions]
        H ->> A: Answer [choices]
    end
    A ->> A: Synthesize [wrangling script]

    note over H,A: Insight Synthesis
    A ->> H: Explain [step-by-step in NL]
    opt Error Detected
        H ->> A: Edit [NL explanation]
        A ->> A: Update [script]
    end
    H ->> H: Validate [results]",,Goal Setting,Demonstrator,,Sequential,Text Widget,,Medium,Medium,Low,One-shot,High,Low,general user,The user describes intents in natural language or demonstrates actions.
57,Dango: A Mixed-Initiative Data Wrangling System using Large Language Model,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3714135,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [actions]
    H ->> A: Describe [intent in NL]

    note over H,A: Data Preparation
    alt Ambiguity Detected
        A ->> H: Ask [clarification questions]
        H ->> A: Answer [choices]
    end
    A ->> A: Synthesize [wrangling script]

    note over H,A: Insight Synthesis
    A ->> H: Explain [step-by-step in NL]
    opt Error Detected
        H ->> A: Edit [NL explanation]
        A ->> A: Update [script]
    end
    H ->> H: Validate [results]",,Data Preparation,Recommender,Analyzer,Decision,Text Widget,,High,Medium,High,One-shot,Medium,Medium,general user,"The system asks clarifying questions, the user selects answers."
57,Dango: A Mixed-Initiative Data Wrangling System using Large Language Model,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3714135,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [actions]
    H ->> A: Describe [intent in NL]

    note over H,A: Data Preparation
    alt Ambiguity Detected
        A ->> H: Ask [clarification questions]
        H ->> A: Answer [choices]
    end
    A ->> A: Synthesize [wrangling script]

    note over H,A: Insight Synthesis
    A ->> H: Explain [step-by-step in NL]
    opt Error Detected
        H ->> A: Edit [NL explanation]
        A ->> A: Update [script]
    end
    H ->> H: Validate [results]",,Insight Synthesis,"Evaluator, Refiner","Recommender, Refiner",Repetitive,Text,Text Code,Medium,High,Medium,Continuous,High,High,general user,"The system explains scripts stepwise in natural language, the user edits text corrections."
58,Pluto: Authoring Semantically Aligned Text and Charts for Data-Driven Communication,2025,IUI,https://dl.acm.org/doi/pdf/10.1145/3708359.3712122,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Draft [text]
    A ->> H: Suggest [completion]

    note over H,A: Data Preparation
    H ->> A: Select [region]
    A ->> H: Generate [sentence]

    note over H,A: Visualization
    H ->> A: Write [description]
    A ->> H: Suggest [annotation]

    note over H,A: Insight Synthesis
    alt Text-driven
        H ->> A: Provide [instruction]
        A ->> H: Adjust [chart]
    else Chart-driven
        H ->> A: Modify [chart]
        A ->> H: Suggest [text]
    end",,Goal Setting,Demonstrator,Recommender,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,general user,"The user drafts text, the system suggests completions."
58,Pluto: Authoring Semantically Aligned Text and Charts for Data-Driven Communication,2025,IUI,https://dl.acm.org/doi/pdf/10.1145/3708359.3712122,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Draft [text]
    A ->> H: Suggest [completion]

    note over H,A: Data Preparation
    H ->> A: Select [region]
    A ->> H: Generate [sentence]

    note over H,A: Visualization
    H ->> A: Write [description]
    A ->> H: Suggest [annotation]

    note over H,A: Insight Synthesis
    alt Text-driven
        H ->> A: Provide [instruction]
        A ->> H: Adjust [chart]
    else Chart-driven
        H ->> A: Modify [chart]
        A ->> H: Suggest [text]
    end",,Data Preparation,,Analyzer,Sequential,Text,Vis,High,Medium,Low,One-shot,Medium,Medium,general user,"The user selects regions, the system generates sentences."
58,Pluto: Authoring Semantically Aligned Text and Charts for Data-Driven Communication,2025,IUI,https://dl.acm.org/doi/pdf/10.1145/3708359.3712122,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Draft [text]
    A ->> H: Suggest [completion]

    note over H,A: Data Preparation
    H ->> A: Select [region]
    A ->> H: Generate [sentence]

    note over H,A: Visualization
    H ->> A: Write [description]
    A ->> H: Suggest [annotation]

    note over H,A: Insight Synthesis
    alt Text-driven
        H ->> A: Provide [instruction]
        A ->> H: Adjust [chart]
    else Chart-driven
        H ->> A: Modify [chart]
        A ->> H: Suggest [text]
    end",,Visualization,Updater,Recommender,Sequential,Text,Vis,Medium,Medium,Low,One-shot,Low,High,general user,"The user writes descriptions, the system suggests annotations or chart adjustments."
58,Pluto: Authoring Semantically Aligned Text and Charts for Data-Driven Communication,2025,IUI,https://dl.acm.org/doi/pdf/10.1145/3708359.3712122,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Draft [text]
    A ->> H: Suggest [completion]

    note over H,A: Data Preparation
    H ->> A: Select [region]
    A ->> H: Generate [sentence]

    note over H,A: Visualization
    H ->> A: Write [description]
    A ->> H: Suggest [annotation]

    note over H,A: Insight Synthesis
    alt Text-driven
        H ->> A: Provide [instruction]
        A ->> H: Adjust [chart]
    else Chart-driven
        H ->> A: Modify [chart]
        A ->> H: Suggest [text]
    end",,Insight Synthesis,"Refiner, Selector","Recommender, Refiner",Decision,Text,Vis,Medium,High,High,One-shot,High,High,general user,"The interaction is led by people or charts, the system switches suggestions between modalities."
59,Linking Text and Visualizations via Contextual Knowledge Graph,2025,TVCG,https://ieeexplore.ieee.org/document/10553360/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [chart]
    H ->> A: Provide [text]

    note over H,A: Data Preparation
    A ->> H: Generate [graph]
    A ->> H: Extract [mentions]
    opt Revise
        H ->> A: Correct [mentions]
        A ->> H: Update [mapping]
    end

    note over H,A: Visualization
    A ->> H: Group [references]
    opt Regroup
        H ->> A: Adjust [references]
        A ->> H: Remap [entities]
    end
    A ->> H: Apply [styles]

    note over H,A: Insight Synthesis
    H ->> A: Refine [links]",,Goal Setting,Specifier,,Sequential,Text Vis,,Medium,Medium,Low,One-shot,High,Low,general user,The user specifies text and charts.
59,Linking Text and Visualizations via Contextual Knowledge Graph,2025,TVCG,https://ieeexplore.ieee.org/document/10553360/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [chart]
    H ->> A: Provide [text]

    note over H,A: Data Preparation
    A ->> H: Generate [graph]
    A ->> H: Extract [mentions]
    opt Revise
        H ->> A: Correct [mentions]
        A ->> H: Update [mapping]
    end

    note over H,A: Visualization
    A ->> H: Group [references]
    opt Regroup
        H ->> A: Adjust [references]
        A ->> H: Remap [entities]
    end
    A ->> H: Apply [styles]

    note over H,A: Insight Synthesis
    H ->> A: Refine [links]",,Data Preparation,Transformer,"Analyzer, Executor, Interpreter",Repetitive,Text Vis,,High,Medium,Medium,Continuous,Medium,Medium,general user,"The AI builds knowledge graphs and extracts mentions, the user corrects."
59,Linking Text and Visualizations via Contextual Knowledge Graph,2025,TVCG,https://ieeexplore.ieee.org/document/10553360/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [chart]
    H ->> A: Provide [text]

    note over H,A: Data Preparation
    A ->> H: Generate [graph]
    A ->> H: Extract [mentions]
    opt Revise
        H ->> A: Correct [mentions]
        A ->> H: Update [mapping]
    end

    note over H,A: Visualization
    A ->> H: Group [references]
    opt Regroup
        H ->> A: Adjust [references]
        A ->> H: Remap [entities]
    end
    A ->> H: Apply [styles]

    note over H,A: Insight Synthesis
    H ->> A: Refine [links]",,Visualization,Updater,Updater,Repetitive,,Vis,Medium,Medium,Medium,Continuous,Low,High,general user,"The AI groups text and graphical references, the user adjusts."
59,Linking Text and Visualizations via Contextual Knowledge Graph,2025,TVCG,https://ieeexplore.ieee.org/document/10553360/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [chart]
    H ->> A: Provide [text]

    note over H,A: Data Preparation
    A ->> H: Generate [graph]
    A ->> H: Extract [mentions]
    opt Revise
        H ->> A: Correct [mentions]
        A ->> H: Update [mapping]
    end

    note over H,A: Visualization
    A ->> H: Group [references]
    opt Regroup
        H ->> A: Adjust [references]
        A ->> H: Remap [entities]
    end
    A ->> H: Apply [styles]

    note over H,A: Insight Synthesis
    H ->> A: Refine [links]",,Insight Synthesis,Refiner,,Repetitive,Text Vis,,Medium,High,Medium,Continuous,High,High,general user,"The user refines links, the system updates mappings."
60,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,2025,TVCG,https://www.arxiv.org/pdf/2507.18165,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
    H ->> H: Explore [data]
    and System monitoring
    note over H,A: Data Preparation
    A ->> A: Monitor [interaction logs]

    note over H,A: Visualization
    opt Confusion Detected
        A ->> A: Infer [user need]
        A ->> H: Suggest [guidance or reminder]
    end

    note over H,A: Insight Synthesis
    H ->> H: Decide [accept/reject]
    H ->> H: Continue [analysis]",,Goal Setting,Demonstrator,,Parallel,Widget Vis,Text,Medium,Medium,Low,Continuous,High,Low,novice/general,"The user explores data, the system monitors interactions."
60,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,2025,TVCG,https://www.arxiv.org/pdf/2507.18165,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
    H ->> H: Explore [data]
    and System monitoring
    note over H,A: Data Preparation
    A ->> A: Monitor [interaction logs]

    note over H,A: Visualization
    opt Confusion Detected
        A ->> A: Infer [user need]
        A ->> H: Suggest [guidance or reminder]
    end

    note over H,A: Insight Synthesis
    H ->> H: Decide [accept/reject]
    H ->> H: Continue [analysis]",,Data Preparation,,Interpreter,Parallel,,Text,High,Medium,Low,Continuous,Medium,Medium,novice/general,The AI analyzes logs and detects confusion.
60,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,2025,TVCG,https://www.arxiv.org/pdf/2507.18165,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
    H ->> H: Explore [data]
    and System monitoring
    note over H,A: Data Preparation
    A ->> A: Monitor [interaction logs]

    note over H,A: Visualization
    opt Confusion Detected
        A ->> A: Infer [user need]
        A ->> H: Suggest [guidance or reminder]
    end

    note over H,A: Insight Synthesis
    H ->> H: Decide [accept/reject]
    H ->> H: Continue [analysis]",,Visualization,Explorer,Recommender,Decision,Widget Vis,Vis Text,Medium,Medium,High,One-shot,Low,High,novice/general,"The AI proactively suggests or reminds, the user reviews in the interface."
60,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,2025,TVCG,https://www.arxiv.org/pdf/2507.18165,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
    H ->> H: Explore [data]
    and System monitoring
    note over H,A: Data Preparation
    A ->> A: Monitor [interaction logs]

    note over H,A: Visualization
    opt Confusion Detected
        A ->> A: Infer [user need]
        A ->> H: Suggest [guidance or reminder]
    end

    note over H,A: Insight Synthesis
    H ->> H: Decide [accept/reject]
    H ->> H: Continue [analysis]",,Insight Synthesis,"Evaluator, Selector",Updater,Decision,Text,Text,Medium,High,High,One-shot,High,High,novice/general,The user accepts or rejects suggestions and continues analysis.
61,RSVP for VPSA : A Meta Design Study on Rapid Suggestive Visualization Prototyping for Visual Parameter Space Analysis,2025,TVCG,https://ieeexplore.ieee.org/document/10679174/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Load [data]

    note over H,A: Data Preparation
    A ->> H: Recommend [design]

    note over H,A: Visualization
    H ->> A: Select [visualization]
    A ->> H: Generate [dashboard]

    note over H,A: Insight Synthesis
    opt Refinement
        H ->> A: Adjust [layout]
        A ->> H: Update [view]
    end",,Goal Setting,Updater,,Sequential,Widget,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user loads datasets.
61,RSVP for VPSA : A Meta Design Study on Rapid Suggestive Visualization Prototyping for Visual Parameter Space Analysis,2025,TVCG,https://ieeexplore.ieee.org/document/10679174/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Load [data]

    note over H,A: Data Preparation
    A ->> H: Recommend [design]

    note over H,A: Visualization
    H ->> A: Select [visualization]
    A ->> H: Generate [dashboard]

    note over H,A: Insight Synthesis
    opt Refinement
        H ->> A: Adjust [layout]
        A ->> H: Update [view]
    end",,Data Preparation,,Recommender,Sequential,,Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI recommends design schemes.
61,RSVP for VPSA : A Meta Design Study on Rapid Suggestive Visualization Prototyping for Visual Parameter Space Analysis,2025,TVCG,https://ieeexplore.ieee.org/document/10679174/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Load [data]

    note over H,A: Data Preparation
    A ->> H: Recommend [design]

    note over H,A: Visualization
    H ->> A: Select [visualization]
    A ->> H: Generate [dashboard]

    note over H,A: Insight Synthesis
    opt Refinement
        H ->> A: Adjust [layout]
        A ->> H: Update [view]
    end",,Visualization,,Generator,Sequential,Vis Widget,,Medium,Medium,Low,One-shot,Low,High,domain expert,"The user selects recommended views, the AI generates dashboards."
61,RSVP for VPSA : A Meta Design Study on Rapid Suggestive Visualization Prototyping for Visual Parameter Space Analysis,2025,TVCG,https://ieeexplore.ieee.org/document/10679174/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Load [data]

    note over H,A: Data Preparation
    A ->> H: Recommend [design]

    note over H,A: Visualization
    H ->> A: Select [visualization]
    A ->> H: Generate [dashboard]

    note over H,A: Insight Synthesis
    opt Refinement
        H ->> A: Adjust [layout]
        A ->> H: Update [view]
    end",,Insight Synthesis,Refiner,Refiner,Repetitive,Vis,,Medium,High,Medium,Continuous,High,High,domain expert,"The user adjusts layouts, the AI updates dashboards."
62,VisCARS: Knowledge Graph-Based Context-Aware Recommender System for Time-Series Data Visualization and Monitoring Dashboards,2025,TVCG,https://ieeexplore.ieee.org/document/10556805/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [context]

    note over H,A: Data Preparation
    H ->> A: Select [data]

    note over H,A: Visualization
    A ->> H: Recommend [content]
    A ->> H: Suggest [visualization]
    opt Adjust
        H ->> A: Adjust [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Explain [reason]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user provides analytic contexts.
